"","parameter","strategy","param_val","outcome_val"
"4465","u_F","Standard.of.Care",0.886868686868687,105255.380290795
"4466","u_F","Standard.of.Care",0.89010101010101,104873.982455871
"4467","u_F","Standard.of.Care",0.893333333333333,104495.338667617
"4468","u_F","Standard.of.Care",0.896565656565657,104119.419203182
"4469","u_F","Standard.of.Care",0.89979797979798,103746.194765893
"4470","u_F","Standard.of.Care",0.903030303030303,103375.636477641
"4471","u_F","Standard.of.Care",0.906262626262626,103007.715871432
"4472","u_F","Standard.of.Care",0.90949494949495,102642.404884101
"4473","u_F","Standard.of.Care",0.912727272727273,102279.67584917
"4474","u_F","Standard.of.Care",0.915959595959596,101919.501489872
"4475","u_F","Standard.of.Care",0.919191919191919,101561.854912304
"4476","u_F","Standard.of.Care",0.922424242424242,101206.709598741
"4477","u_F","Standard.of.Care",0.925656565656566,100854.039401075
"4478","u_F","Standard.of.Care",0.928888888888889,100503.818534402
"4479","u_F","Standard.of.Care",0.932121212121212,100156.021570738
"4480","u_F","Standard.of.Care",0.935353535353535,99810.62343286
"4481","u_F","Standard.of.Care",0.938585858585859,99467.5993882837
"4482","u_F","Standard.of.Care",0.941818181818182,99126.9250433561
"4483","u_F","Standard.of.Care",0.945050505050505,98788.5763374753
"4484","u_F","Standard.of.Care",0.948282828282828,98452.5295374246
"4485","u_F","Standard.of.Care",0.951515151515152,98118.7612318238
"4486","u_F","Standard.of.Care",0.954747474747475,97787.2483256913
"4487","u_F","Standard.of.Care",0.957979797979798,97457.9680351182
"4488","u_F","Standard.of.Care",0.961212121212121,97130.8978820477
"4489","u_F","Standard.of.Care",0.964444444444444,96806.0156891605
"4490","u_F","Standard.of.Care",0.967676767676768,96483.2995748612
"4491","u_F","Standard.of.Care",0.970909090909091,96162.7279483671
"4492","u_F","Standard.of.Care",0.974141414141414,95844.2795048906
"4493","u_F","Standard.of.Care",0.977373737373737,95527.9332209226
"4494","u_F","Standard.of.Care",0.980606060606061,95213.6683496027
"4495","u_F","Standard.of.Care",0.983838383838384,94901.4644161848
"4496","u_F","Standard.of.Care",0.987070707070707,94591.3012135914
"4497","u_F","Standard.of.Care",0.99030303030303,94283.1587980523
"4498","u_F","Standard.of.Care",0.993535353535353,93977.0174848297
"4499","u_F","Standard.of.Care",0.996767676767677,93672.8578440275
"4500","u_F","Standard.of.Care",1,93370.6606964809
"4501","u_F","Experimental.Treatment",0.68,137185.318025546
"4502","u_F","Experimental.Treatment",0.683232323232323,136538.13404868
